timestamp,sensor_id,location,temperature,humidity,vpd,dew_point,ec,ph,co2,battery_level,voltage,data_delay,is_anomaly,anomaly_type,anomaly_description,anomaly
2024-01-05 05:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.9,75.4,0.98,24.08,1.42,6.65,684.0,79.0,3.35,0,False,,,normal
2024-01-05 06:00:00,GH001,โรงเรือนเพาะเห็ด 1,29.0,71.1,1.16,23.23,1.44,6.63,733.5,78.8,3.28,0,False,,,normal
2024-01-05 07:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.9,75.4,0.98,24.08,1.47,6.74,752.5,78.5,3.32,0,False,,,normal
2024-01-05 08:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.4,77.0,0.89,23.98,1.53,6.4,816.1,78.3,3.37,0,False,,,normal
2024-01-05 09:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.6,74.8,0.88,21.77,1.59,6.49,747.6,78.1,3.33,0,False,,,normal
2024-01-05 10:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.5,72.0,1.09,22.94,1.55,6.43,784.0,77.9,3.34,0,False,,,normal
2024-01-05 11:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.2,78.0,0.84,23.99,1.41,6.37,755.2,77.7,3.36,0,False,,,normal
2024-01-05 12:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.0,82.0,0.61,22.68,1.6,6.57,797.8,77.5,3.33,0,False,,,normal
2024-01-05 13:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.8,82.2,0.56,21.57,1.52,6.55,844.4,77.3,3.29,0,False,,,normal
2024-01-05 14:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.5,87.4,0.41,23.25,1.41,6.6,875.7,77.1,3.38,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-05 15:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.6,89.0,0.36,23.62,1.6,6.51,798.5,76.9,3.34,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-05 16:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.3,92.9,0.23,24.11,1.51,6.3,834.1,76.7,3.24,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-05 17:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.2,86.2,0.42,21.74,1.28,6.43,846.9,76.5,3.26,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-05 18:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.6,90.1,0.3,22.83,1.55,6.14,797.8,76.2,3.34,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-05 19:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.1,92.0,0.27,24.65,1.52,6.35,895.3,76.0,3.27,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-05 20:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.6,82.7,0.54,21.49,1.35,6.42,835.7,75.8,3.38,0,False,,,normal
2024-01-05 21:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.6,80.7,0.64,22.07,1.45,6.55,771.7,75.6,3.35,0,False,,,normal
2024-01-05 22:00:00,GH001,โรงเรือนเพาะเห็ด 1,23.0,84.4,0.44,20.24,1.51,6.44,817.6,75.4,3.27,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-05 23:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.2,81.5,0.63,22.73,1.44,6.3,848.8,75.2,3.3,0,False,,,normal
2024-01-06 00:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.7,80.1,0.74,23.97,1.53,6.55,766.5,75.0,3.36,0,False,,,normal
2024-01-06 01:00:00,GH001,โรงเรือนเพาะเห็ด 1,29.0,74.9,1.0,24.07,1.37,6.81,810.7,74.8,3.35,0,False,,,normal
2024-01-06 02:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.4,75.9,0.88,22.75,1.62,6.09,754.3,74.6,3.28,0,False,,,normal
2024-01-06 03:00:00,GH001,โรงเรือนเพาะเห็ด 1,30.1,80.1,0.85,26.28,1.49,6.47,796.9,74.4,3.29,0,False,,,normal
2024-01-06 04:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.2,73.7,1.0,23.04,1.61,6.42,765.8,74.2,3.31,0,False,,,normal
2024-01-06 05:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.0,78.2,0.82,23.79,1.48,6.5,747.4,74.0,3.36,0,False,,,normal
2024-01-06 06:00:00,GH001,โรงเรือนเพาะเห็ด 1,30.4,72.7,1.19,24.98,1.36,6.62,711.4,73.8,3.26,0,False,,,normal
2024-01-06 07:00:00,GH001,โรงเรือนเพาะเห็ด 1,29.0,73.9,1.05,23.9,1.58,6.46,703.2,73.5,3.22,0,False,,,normal
2024-01-06 08:00:00,GH001,โรงเรือนเพาะเห็ด 1,29.2,75.0,1.01,24.26,1.39,6.56,776.7,73.3,3.37,0,False,,,normal
2024-01-06 09:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.6,69.6,1.19,22.44,1.51,6.54,744.9,73.1,3.32,0,False,,,normal
2024-01-06 10:00:00,GH001,โรงเรือนเพาะเห็ด 1,29.3,74.1,1.06,24.16,1.64,6.35,758.9,72.9,3.28,0,False,,,normal
2024-01-06 11:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.6,75.6,0.96,23.9,1.54,6.22,719.5,72.7,3.25,0,False,,,normal
2024-01-06 12:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.8,80.0,0.75,24.04,1.41,6.22,785.0,72.5,3.35,0,False,,,normal
2024-01-06 13:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.6,82.0,0.59,22.25,1.53,6.41,807.7,72.3,3.33,0,False,,,normal
2024-01-06 14:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.1,85.8,0.45,22.55,1.47,6.56,834.2,72.1,3.38,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-06 15:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.6,89.5,0.32,22.71,1.66,6.64,953.3,71.9,3.26,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-06 16:00:00,GH001,โรงเรือนเพาะเห็ด 1,23.7,93.0,0.21,22.46,1.47,6.19,858.2,71.7,3.3,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-06 17:00:00,GH001,โรงเรือนเพาะเห็ด 1,23.8,92.6,0.22,22.53,1.41,6.33,898.3,71.5,3.31,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-06 18:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.0,88.4,0.37,22.98,1.34,6.49,730.2,71.2,3.31,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-06 19:00:00,GH001,โรงเรือนเพาะเห็ด 1,23.9,89.3,0.32,21.99,1.36,6.65,845.7,71.0,3.26,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-06 20:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.6,89.1,0.38,24.62,1.43,6.09,878.5,70.8,3.3,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-06 21:00:00,GH001,โรงเรือนเพาะเห็ด 1,23.6,90.9,0.26,22.01,1.58,6.35,846.5,70.6,3.42,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-06 22:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.4,91.1,0.29,23.86,1.48,6.34,717.3,70.4,3.34,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-06 23:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.3,81.9,0.62,22.93,1.44,6.12,771.8,70.2,3.31,0,False,,,normal
2024-01-07 00:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.8,80.1,0.7,23.08,1.41,6.6,757.8,70.0,3.35,0,False,,,normal
2024-01-07 01:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.1,77.8,0.75,21.91,1.53,6.39,756.2,69.8,3.29,0,False,,,normal
2024-01-07 02:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.1,78.2,0.83,23.95,1.6,6.46,834.8,69.6,3.38,0,False,,,normal
2024-01-07 03:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.1,80.6,0.7,23.5,1.57,6.54,790.1,69.4,3.27,0,False,,,normal
2024-01-07 04:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.7,68.6,1.1,20.47,1.5,6.33,705.6,69.2,3.26,0,False,,,normal
2024-01-07 05:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.0,69.7,1.15,21.94,1.66,6.42,709.7,69.0,3.32,0,False,,,normal
2024-01-07 06:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.8,71.6,1.0,21.24,1.51,6.41,739.6,68.8,3.32,0,False,,,normal
2024-01-07 07:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.7,73.2,1.0,22.47,1.6,5.89,729.4,68.5,3.41,0,False,,,normal
2024-01-07 08:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.2,71.5,1.03,21.53,1.41,6.43,733.2,68.3,3.37,0,False,,,normal
2024-01-07 09:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.3,73.5,0.96,22.08,1.59,6.79,811.5,68.1,3.33,0,False,,,normal
2024-01-07 10:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.9,74.4,0.96,22.89,1.39,6.7,774.9,67.9,3.24,0,False,,,normal
2024-01-07 11:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.1,82.4,0.56,21.87,1.43,6.26,759.5,67.7,3.26,0,False,,,normal
2024-01-07 12:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.5,81.3,0.61,22.0,1.49,6.47,874.1,67.5,3.31,0,False,,,normal
